"Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Dia,Alcance,Impressões,Moeda,"Valor usado (BRL)",Compras,"Valor de conversão da compra","Cliques no link","Adições ao carrinho",Contatos,"Finalizações de compra iniciadas",Leads,"Início dos relatórios","Encerramento dos relatórios"
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-25,9402,9928,BRL,102.07,21,,483,2,1,,6,2026-06-25,2026-06-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-25,130,133,BRL,2.56,,,4,,,,,2026-06-25,2026-06-25
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-25,2278,2416,BRL,66.09,1,,178,,,,8,2026-06-25,2026-06-25
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-25,926,999,BRL,28.38,2,,50,,1,,2,2026-06-25,2026-06-25
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-25,5,6,BRL,0.24,,,,,,,,2026-06-25,2026-06-25
"Instagram | Conversão 2026","Brasília 26","[Imagem] Benefícios - Brasília 26",2026-06-25,1,1,BRL,0.03,,,,,,,,2026-06-25,2026-06-25
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-25,111,169,BRL,3.21,,,1,,,,,2026-06-25,2026-06-25
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-24,675,693,BRL,15.81,,,25,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-24,280,289,BRL,6.55,,,12,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-24,1533,1562,BRL,39.15,2,,76,,1,,2,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-24,27,27,BRL,0.62,,,1,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-24,29260,32734,BRL,181.71,23,,616,,2,,15,2026-06-24,2026-06-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-24,38,38,BRL,0.18,,,,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-24,1182,1242,BRL,27.84,3,,58,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-24,3630,4064,BRL,27.85,1,,43,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-24,9,9,BRL,0.06,,,,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-24,2380,3574,BRL,27.8,,,9,,,,,2026-06-24,2026-06-24
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-23,1286,1493,BRL,8.38,,,23,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-23,711,781,BRL,7.93,,,12,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-23,338,352,BRL,18.22,1,,27,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-23,322,340,BRL,12.44,1,,21,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-23,1739,1762,BRL,36.59,4,,77,,,,8,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-23,154,169,BRL,1.51,,,,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Célia Gava - Goiânia 26",2026-06-23,122,130,BRL,2.9,,,5,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-23,41491,48650,BRL,207.95,15,,577,,4,,6,2026-06-23,2026-06-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-23,7,7,BRL,0.02,,,,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-23,887,953,BRL,18.25,,,48,,,,4,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-23,7654,9285,BRL,44.82,2,,73,,,,3,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-23,26,27,BRL,0.6,,,,,,,3,2026-06-23,2026-06-23
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-06-23,2,3,BRL,0.02,,,,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-23,934,1276,BRL,4.7,,,5,,,,,2026-06-23,2026-06-23
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-22,77,87,BRL,1.29,,,4,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-22,86,90,BRL,2.43,,,1,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-22,204,209,BRL,7.51,,,16,,,,4,2026-06-22,2026-06-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-22,188,194,BRL,6.17,,,18,,,,1,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-22,1143,1183,BRL,24.38,1,,48,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-22,13072,14497,BRL,102.87,12,,395,,,,18,2026-06-22,2026-06-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-22,68,69,BRL,0.45,,,4,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-22,794,845,BRL,23.12,5,,66,,,,5,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-22,753,827,BRL,11.96,,,24,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-22,632,676,BRL,17.15,,,19,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-22,900,1347,BRL,8.22,,,6,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-22,47,52,BRL,0.47,,,1,,,,,2026-06-22,2026-06-22
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-21,1,1,BRL,0.02,,,,,,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-21,1575,1660,BRL,42.29,3,,66,,1,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-21,2024,2143,BRL,53.64,6,,165,,,,10,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-21,1784,1893,BRL,39.84,3,,123,,,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-21,118,124,BRL,0.76,,,1,,,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-21,12925,14090,BRL,144.57,41,,784,,2,,15,2026-06-21,2026-06-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-21,1366,1432,BRL,31.6,,,112,,,,9,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-21,1474,1604,BRL,32.58,5,,94,,1,,1,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-21,542,588,BRL,18.56,,,27,,1,,1,2026-06-21,2026-06-21
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-06-21,1,1,BRL,0,,,,,,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-21,66,85,BRL,1.18,,,,,,,,2026-06-21,2026-06-21
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-20,810,849,BRL,11.8,1,,40,,,,1,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-20,230,240,BRL,11.66,1,,16,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-20,82,83,BRL,1.81,,,1,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-20,67,70,BRL,1.78,,,6,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-20,1558,1595,BRL,39.41,11,,102,,,,1,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-20,31,31,BRL,0.17,,,,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Célia Gava - Goiânia 26",2026-06-20,5,5,BRL,0.1,,,,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-20,18430,19598,BRL,201.41,52,,1096,,3,,9,2026-06-20,2026-06-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-20,175,178,BRL,1.53,,,4,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-20,717,727,BRL,20.74,3,,71,,1,,1,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-20,20,20,BRL,0.43,,,1,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-20,1169,1321,BRL,32.73,1,,54,,,,3,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Brasília 26","[Imagem] Benefícios - Brasília 26",2026-06-20,4,4,BRL,0.03,,,,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-06-20,1,1,BRL,0.02,,,,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-20,105,146,BRL,2.15,,,1,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-20,363,393,BRL,2.52,,,2,,,,,2026-06-20,2026-06-20
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-19,16,16,BRL,0.26,,,2,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-19,157,162,BRL,3.95,1,,7,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-19,854,866,BRL,19.95,4,,45,,1,,1,2026-06-19,2026-06-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-19,28,28,BRL,0.93,,,3,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-19,1349,1404,BRL,35.8,3,,93,,1,,2,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-19,3,3,BRL,0.01,,,,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Célia Gava - Goiânia 26",2026-06-19,6,7,BRL,0.03,,,,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-19,11066,11755,BRL,129.46,34,,607,,2,,11,2026-06-19,2026-06-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-19,117,125,BRL,1.11,,,3,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-19,54,56,BRL,0.96,,,6,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-19,132,134,BRL,3.5,,,6,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-19,939,1041,BRL,23.89,1,,42,,,,3,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-19,956,1369,BRL,19.37,1,,16,,,,1,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-19,7,7,BRL,0.12,,,1,,,,,2026-06-19,2026-06-19
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-18,872,911,BRL,10.89,2,,39,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-18,731,762,BRL,11.6,1,,30,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-18,120,122,BRL,2.69,1,,9,,,,1,2026-06-18,2026-06-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-18,141,148,BRL,2.38,,,15,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-18,1970,2030,BRL,37.93,10,,138,,2,,1,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-18,483,509,BRL,3.58,,,12,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Célia Gava - Goiânia 26",2026-06-18,1214,1391,BRL,14.67,1,,30,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-18,20312,22726,BRL,230.44,49,,1265,,4,,15,2026-06-18,2026-06-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-18,24,26,BRL,0.2,,,2,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-18,337,368,BRL,5.32,,,28,,,,1,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-18,567,628,BRL,9.58,1,,24,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-18,1251,1420,BRL,20.97,1,,50,,,,3,2026-06-18,2026-06-18
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-06-18,6,7,BRL,0.02,,,,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-18,423,570,BRL,3,,,3,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-18,1,1,BRL,0.04,,,,,,,,2026-06-18,2026-06-18
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-17,2,2,BRL,0.04,,,,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-17,1483,1777,BRL,41.68,2,,57,,,,4,2026-06-17,2026-06-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-17,239,262,BRL,10.13,,,15,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-17,1537,1708,BRL,42.76,5,,103,,,,4,2026-06-17,2026-06-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-17,9750,10698,BRL,140.1,26,,512,,,,14,2026-06-17,2026-06-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-17,6,7,BRL,0.21,,,,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-17,3196,3726,BRL,91.42,6,,238,,,,4,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-17,463,517,BRL,12.27,,,27,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-17,825,1015,BRL,25.74,,,23,,,,2,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Brasília 26","[Imagem] Benefícios - Brasília 26",2026-06-17,3,3,BRL,0.04,,,,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-17,32,51,BRL,0.71,,,,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-17,23,33,BRL,0.78,,,1,,,,,2026-06-17,2026-06-17
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-16,1171,1579,BRL,38.33,,,36,,1,,2,2026-06-16,2026-06-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-16,374,412,BRL,15.19,3,,18,,1,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-16,925,1290,BRL,41.63,2,,54,,,,1,2026-06-16,2026-06-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-16,3236,4328,BRL,92.97,12,,171,,1,,1,2026-06-16,2026-06-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-16,1716,3002,BRL,107.01,7,,119,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Extratora HYLA - Brasília 26",2026-06-16,166,221,BRL,6.02,,,10,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-16,533,964,BRL,36.33,1,,18,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Imagem] Saúde — Bairros nobres SP",2026-06-16,1,1,BRL,0,,,,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-16,38,46,BRL,0.74,,,1,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-16,340,417,BRL,4.03,,,9,,,,,2026-06-16,2026-06-16
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Praticidade - Goiânia 26",2026-06-15,25,31,BRL,0.34,,,,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Trend Viral - Goiânia 26",2026-06-15,448,479,BRL,8.94,,,10,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-15,185,188,BRL,7.05,,,10,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-15,12,12,BRL,0.31,,,1,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-15,869,1127,BRL,36.39,3,,54,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] Célia Gava — Curitiba",2026-06-15,2,2,BRL,0.01,,,,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-15,3408,4476,BRL,91.2,16,,156,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-15,40,40,BRL,1.12,,,2,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Trend Viral — Bairros nobres SP",2026-06-15,3148,4828,BRL,144.27,6,,138,,,,1,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Brasília 26","[Vídeo] Célia Gava 1 M - Brasília 26",2026-06-15,1489,2141,BRL,50.71,1,,39,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Brasília 26","[Imagem] Benefícios - Brasília 26",2026-06-15,7,10,BRL,0.21,,,,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Goiânia 26","[Imagem] Saúde - Goiânia 26",2026-06-15,366,513,BRL,7.52,,,7,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] Nimbus Alemã - Goiânia 26",2026-06-15,736,851,BRL,7.64,,,9,,,,,2026-06-15,2026-06-15
"Instagram | Conversão 2026","Goiânia 26","[Vídeo] - Extratora HYLA — Goiânia 26",2026-06-14,3,3,BRL,0.08,,,,,,,,2026-06-14,2026-06-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Extratora HYLA — Bairros nobres SP",2026-06-14,6,6,BRL,0.17,,,,,,,,2026-06-14,2026-06-14
"Instagram | Conversão 2026","Curitiba 26","[Vídeo] - Extratora - Curitiba 26",2026-06-14,212,267,BRL,7.13,,,16,,,,,2026-06-14,2026-06-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] PRATICIDADE — Bairros Nobres SP",2026-06-14,2247,3165,BRL,76.51,9,,139,,2,,4,2026-06-14,2026-06-14
"Instagram | Conversão 2026","[SP] BAIRROS NOBRES | SÃO PAULO & CIDADES DE SÃO PAULO","[Vídeo] Nimbus Tapete — Bairros nobres SP",2026-06-14,6,6,BRL,0.13,,,,,,,,2026-06-14,2026-06-14
