Palavra-chave de pesquisa
1 de janeiro de 2026 - 6 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.,CPM médio
2026-04-13,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-17,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-19,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-25,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-27,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-28,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-29,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-03,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-04,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-11,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-12,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-13,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-14,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-05-17,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-18,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-19,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-21,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-22,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-23,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-24,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-25,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-30,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-06-02,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-04,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-06,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-07,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-01,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-07-03,aspirador de pó profissional,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0,"0,00"
2026-02-04,aspirador de pó promoção,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00","11,11%","66,67%","0,00",0,0,0,"0,00"
2026-01-20,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-21,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-22,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-23,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-01-24,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,13,"0,00%",0,"0,00","40,00%","40,00%","0,00",0,0,0,"0,00"
2026-01-25,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-01-28,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,23,"0,00%",0,"0,00","26,67%","93,33%","0,00",0,0,0,"0,00"
2026-02-02,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,65,"0,00%",0,"0,00","18,64%","67,80%","0,00",0,0,0,"0,00"
2026-02-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00","21,43%","57,14%","0,00",0,0,0,"0,00"
2026-02-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0,"0,00"
2026-02-06,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","75,00%","75,00%","0,00",0,0,0,"0,00"
2026-02-07,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0,"0,00"
2026-02-08,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-09,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-11,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,16,"0,00%",0,"0,00","68,75%","87,50%","0,00",0,0,0,"0,00"
2026-02-12,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","37,50%","87,50%","0,00",0,0,0,"0,00"
2026-02-14,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","63,64%","90,91%","0,00",0,0,0,"0,00"
2026-02-15,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","60,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-16,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","46,15%","100,00%","0,00",0,0,0,"0,00"
2026-02-19,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","50,00%","83,33%","0,00",0,0,0,"0,00"
2026-02-21,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,22,"0,00%",0,"0,00","60,00%","80,00%","0,00",0,0,0,"0,00"
2026-02-23,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,40,"0,00%",0,"0,00","35,00%","87,50%","0,00",0,0,0,"0,00"
2026-02-24,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,17,"0,00%",0,"0,00","50,00%","93,75%","0,00",0,0,0,"0,00"
2026-02-25,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","40,00%","80,00%","0,00",0,0,0,"0,00"
2026-02-26,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-02-27,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","66,67%","100,00%","0,00",0,0,0,"0,00"
2026-02-28,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0,"0,00"
2026-03-01,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00","71,43%","100,00%","0,00",0,0,0,"0,00"
2026-03-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","60,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-07,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-03-09,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00","16,67%","50,00%","0,00",0,0,0,"0,00"
2026-03-10,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00","63,64%","81,82%","0,00",0,0,0,"0,00"
2026-03-11,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","71,43%","100,00%","0,00",0,0,0,"0,00"
2026-03-12,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00","87,50%","100,00%","0,00",0,0,0,"0,00"
2026-03-13,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0,"0,00"
2026-03-16,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","60,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-18,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-19,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00","25,00%","75,00%","0,00",0,0,0,"0,00"
2026-03-20,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-03-21,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-22,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","75,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-23,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00","42,86%","100,00%","0,00",0,0,0,"0,00"
2026-03-24,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-03-25,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00","66,67%","83,33%","0,00",0,0,0,"0,00"
2026-03-26,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","33,33%","66,67%","0,00",0,0,0,"0,00"
2026-03-27,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-03-28,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00","28,57%","85,71%","0,00",0,0,0,"0,00"
2026-03-29,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-03-30,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00","40,00%","80,00%","0,00",0,0,0,"0,00"
2026-03-31,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-04-01,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00","80,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-03,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
2026-04-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-06,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-07,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-08,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-09,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-11,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-13,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-14,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,30,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0,"0,00"
2026-04-15,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,24,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-16,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,32,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-18,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,31,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-20,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,19,"0,00%",0,"0,00","25,00%","100,00%","0,00",0,0,0,"0,00"
2026-04-24,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-25,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-26,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-28,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-29,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,29,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-04-30,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-01,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,62,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-02,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,27,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-03,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,32,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-06,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-07,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-08,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-09,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,10,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-10,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-11,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,44,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-12,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,65,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-13,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,29,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-14,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0,"0,00"
2026-05-15,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-16,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-17,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,30,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-18,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,25,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-20,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,7,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-21,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-22,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,25,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-24,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,14,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-25,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,11,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-26,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,13,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-27,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,45,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-29,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-05-31,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-02,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,21,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-03,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,21,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-04,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,9,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-05,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-06,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-07,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,16,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-08,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,61,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-09,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,49,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
2026-06-10,aspirador de pó robo,Qualificado, --,Correspondência ampla,Branding - SP,Branding - São Paulo,BRL,"0,01",0,6,"0,00%",0,"0,00",0,0,"0,00",0,0,0,"0,00"
