Relatório de insights sobre termos de pesquisa
1 de janeiro de 2026 - 7 de julho de 2026
Categoria de pesquisa,Subcategoria de pesquisa,Termos de pesquisa,Impressões,Cliques,Conversões,Valor conv.,CTR,Taxa de conv.,Volume de pesquisa
rainbow aspirador,Termos de pesquisa sem classificação,aspirador po rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,aspirador rainbow aspira agua,1,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,aspirador rainbow modelos,3,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,aspirador rainbow se,1,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,aspirador tipo rainbow,7,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,aspiradora rainbow,1,0,"0,00","0,00","0,00%","0,00%", --
rainbow aspirador,Termos de pesquisa sem classificação,rainbow aspirador de po,7,0,"0,00","0,00","0,00%","0,00%", --
ona gel odor neutralizer,Subcategoria: total, --,1,1,"0,00","0,00","100,00%","0,00%",100 - 1.000
ona gel odor neutralizer,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
ona gel odor neutralizer,Termos de pesquisa sem classificação,ona gel odor neutralizer,1,1,"0,00","0,00","100,00%","0,00%", --
aspirador hyla preço,Subcategoria: total, --,5.618,366,"35,30","34,30","6,51%","9,64%",1.000 - 10.000
aspirador hyla preço,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla preço,616,38,"1,00","1,00","6,17%","2,63%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla valor,295,30,"1,00","1,00","10,17%","3,33%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador preço,441,25,"1,00","1,00","5,67%","4,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador brasil,3,3,"0,00","0,00","100,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla do brasil preço,143,10,"0,00","0,00","6,99%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador valor,245,14,"1,00","1,00","5,71%","7,14%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preço aspirador hyla,37,3,"0,00","0,00","8,11%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hayla aspirador,15,3,"0,03","0,03","20,00%","1,11%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspiradores,6,1,"0,00","0,00","16,67%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador preco,39,4,"0,00","0,00","10,26%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla preço,299,9,"0,00","0,00","3,01%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador de pó hyla preço,116,10,"2,50","2,50","8,62%","25,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla preco,32,1,"0,00","0,00","3,13%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla preco,133,8,"1,00","1,00","6,02%","12,50%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla do brasil preço,273,10,"1,00","1,00","3,66%","10,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,valor hyla aspirador,26,3,"0,00","0,00","11,54%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,higienizador hyla,80,5,"0,00","0,00","6,25%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,máquina hyla preço,17,2,"0,00","0,00","11,76%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preco hyla aspirador,58,2,"0,00","0,00","3,45%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla do brasil aspirador,13,1,"0,00","0,00","7,69%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,quanto custa um aspirador hyla,49,2,"1,00","1,00","4,08%","50,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preco hyla,89,3,"0,00","0,00","3,37%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,valor do aspirador hyla,16,1,"0,00","0,00","6,25%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla do brasil aspirador hyla oficial,23,2,"1,00","1,00","8,70%","50,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,quanto custa o aspirador hyla,37,2,"0,00","0,00","5,41%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,maquina de limpeza hyla,13,2,"0,00","0,00","15,38%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla valor,111,4,"0,00","0,00","3,60%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla est preço,16,2,"0,00","0,00","12,50%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla do brasil valor,76,3,"0,00","0,00","3,95%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preco aspirador hyla,20,1,"0,00","0,00","5,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador de pó hyla valor,1,1,"0,00","0,00","100,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla est preço,85,2,"0,00","0,00","2,35%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspiradora de agua,2,1,"0,00","0,00","50,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,quanto custa aspirador hyla,24,1,"0,00","0,00","4,17%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preço hyla do brasil,41,1,"0,00","0,00","2,44%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla potencia,4,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla quanto custa,11,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspirador hyla é bom,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspiradora hyla como usar,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,aspiradora hyla precio,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador de po,16,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador portugal,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla aspirador quanto custa,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla defender,13,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla est aspirador preço,5,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla est luftreiniger,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,hyla ou vivenso,4,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,onde comprar aspirador hyla,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,precio aspiradora hyla,1,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preço do aspirador hyla,4,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,preço hyla,24,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,qual o valor do aspirador hyla,17,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,quanto custa hyla aspirador,13,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,quanto custa um hyla aspirador,2,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,valor aspirador hyla,25,0,"0,00","0,00","0,00%","0,00%", --
aspirador hyla preço,Termos de pesquisa sem classificação,valor hyla,12,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Subcategoria: total, --,22,1,"0,00","0,00","4,55%","0,00%",10.000 - 100.000
como matar acaros,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,como matar acaros,3,1,"0,00","0,00","33,33%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,como matar acaro,1,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,como matar ácaros,1,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,mata acaro,5,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,mata acaros,8,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,matar acaros,1,0,"0,00","0,00","0,00%","0,00%", --
como matar acaros,Termos de pesquisa sem classificação,o que mata acaro,3,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Subcategoria: total, --,205,0,"0,00","0,00","0,00%","0,00%",10.000 - 100.000
escova pet a vapor,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Termos de pesquisa sem classificação,escova a vapor para pets 3 em 1,18,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Termos de pesquisa sem classificação,escova pet a vapor,33,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Termos de pesquisa sem classificação,escova pet brush,3,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Termos de pesquisa sem classificação,escova pet vapor,64,0,"0,00","0,00","0,00%","0,00%", --
escova pet a vapor,Termos de pesquisa sem classificação,escova vapor pet,23,0,"0,00","0,00","0,00%","0,00%", --
hyla gst,Subcategoria: total, --,89,7,"3,00","3,00","7,87%","42,86%",10 - 100
hyla gst,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla gst,Termos de pesquisa sem classificação,hyla gst,80,5,"1,00","1,00","6,25%","20,00%", --
hyla gst,Termos de pesquisa sem classificação,aspirador hyla gst,6,1,"2,00","2,00","16,67%","200,00%", --
hyla gst,Termos de pesquisa sem classificação,hyla gst vacuum,3,1,"0,00","0,00","33,33%","0,00%", --
melhores extratoras profissionais,Subcategoria: total, --,80,4,"0,00","0,00","5,00%","0,00%",10.000 - 100.000
melhores extratoras profissionais,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhores extratoras profissionais,5,1,"0,00","0,00","20,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora de sujeira profissional,4,1,"0,00","0,00","25,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora de sujeira,4,1,"0,00","0,00","25,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,extratora custo beneficio,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,extratora da wap w3 vs w2 qual a melhor para comprar em 2025,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,extratora de sujeira qual a melhor,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,extratora mais potente do mercado,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora custo beneficio,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora do mercado,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora domestica,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora e higienizadora profissional,3,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhor extratora portatil,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,melhores extratoras,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,qual a melhor extratora de sujeira,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,qual a melhor extratora para uso doméstico,2,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,qual a melhor extratora profissional,5,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,qual melhor extratora portatil,1,0,"0,00","0,00","0,00%","0,00%", --
melhores extratoras profissionais,Termos de pesquisa sem classificação,qual melhor extratora profissional,1,0,"0,00","0,00","0,00%","0,00%", --
aspiradores,Subcategoria: total, --,125,1,"0,00","0,00","0,80%","0,00%",100.000 - 1.000.000
aspiradores,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
aspiradores,Termos de pesquisa sem classificação,aspiradores,6,1,"0,00","0,00","16,67%","0,00%", --
aspiradores,Termos de pesquisa sem classificação,aspirador,117,0,"0,00","0,00","0,00%","0,00%", --
aspiradores,Termos de pesquisa sem classificação,aspirador para,1,0,"0,00","0,00","0,00%","0,00%", --
aspiradores,Termos de pesquisa sem classificação,quero ver aspirador,1,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Subcategoria: total, --,26,1,"0,00","0,00","3,85%","0,00%",10.000 - 100.000
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit limpeza vassoura rodo e pa,1,1,"0,00","0,00","100,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,conjunto de vassoura rodo e pá,1,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit de vassoura rodo e pá,2,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit pá e vassoura,1,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit rodo vassoura,1,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura e pá,1,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura e rodo,4,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura pá e rodo,2,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura rodo,2,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura rodo e pa,3,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,kit vassoura rodo e pá,7,0,"0,00","0,00","0,00%","0,00%", --
kit limpeza vassoura rodo e pa,Termos de pesquisa sem classificação,vassoura rodo e pá,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Subcategoria: total, --,327,13,"0,00","0,00","3,98%","0,00%",10.000 - 100.000
tira pelo de roupas eletrico,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,removedor de pelos de roupa elétrico,29,2,"0,00","0,00","6,90%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,tira pelo de roupas eletrico,2,1,"0,00","0,00","50,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho para tirar pelos de roupas,2,1,"0,00","0,00","50,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho de tirar pelo de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho de tirar pelos da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho de tirar pelos de roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho para tirar pelo da roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho para tirar pelo de roupa,8,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho para tirar pelo de roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho que tira pelo de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,aparelho tirar pelo de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina de tirar pelo da roupa,4,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina de tirar pelo de roupa,3,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina de tirar pelos de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina de tirar pelos de roupas,4,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina para tirar pelo da roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquina para tirar pelo de roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,maquininha de tirar pelo de roupa,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,máquina de tirar pelo de roupa,3,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,máquina de tirar pelo de roupa industrial,8,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,máquina de tirar pelo roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,máquina de tirar pelos de roupas,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,negocio de tirar pelo,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,negócio de tirar pelo da roupa,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,removedor de pelo de roupa eletrico,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,removedor de pelos de roupa eletrico,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,removedor de pelos de roupa na máquina,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,tira pelo de roupa eletrico,2,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,tira pelo giratorio ordene,1,0,"0,00","0,00","0,00%","0,00%", --
tira pelo de roupas eletrico,Termos de pesquisa sem classificação,tira pelos de roupa eletrico,2,0,"0,00","0,00","0,00%","0,00%", --
ecovacs,Subcategoria: total, --,6,0,"0,00","0,00","0,00%","0,00%",1.000 - 10.000
ecovacs,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
ecovacs,Termos de pesquisa sem classificação,ecovacs,6,0,"0,00","0,00","0,00%","0,00%", --
difusores inteligentes,Subcategoria: total, --,22,2,"0,00","0,00","9,09%","0,00%",1.000 - 10.000
difusores inteligentes,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
difusores inteligentes,Termos de pesquisa sem classificação,difusores inteligentes,1,1,"0,00","0,00","100,00%","0,00%", --
difusores inteligentes,Termos de pesquisa sem classificação,difusor de aroma inteligente,7,1,"0,00","0,00","14,29%","0,00%", --
difusores inteligentes,Termos de pesquisa sem classificação,aromatizador inteligente,1,0,"0,00","0,00","0,00%","0,00%", --
difusores inteligentes,Termos de pesquisa sem classificação,difusor de ambiente inteligente,8,0,"0,00","0,00","0,00%","0,00%", --
difusores inteligentes,Termos de pesquisa sem classificação,difusor inteligente,5,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Subcategoria: total, --,249,2,"0,00","0,00","0,80%","0,00%",10.000 - 100.000
limpa patas,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patas,15,1,"0,00","0,00","6,67%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,escova para lavar patas de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,espuma para limpar pata de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lava pata de cachorro,2,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lava patas cachorro,6,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lavador de pata de cachorro,5,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lavador de patas de cachorro,10,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lavador de patas de cachorro automático,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,lavador pata cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa pata,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa pata cachorro,4,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa pata pet,3,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patas cachorro,11,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patas eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patinha,3,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patinha pet,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpa patinhas,2,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de pata,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de pata de cachorro,5,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de pata de cachorro elétrico,4,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas,9,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas automatico,8,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas de cachorro,8,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas de cachorro automático,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas de cão,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas eletrico,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas para cachorro,2,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas para cachorros,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patas para caes,2,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patinhas,2,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de patinhas de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador de pe de cachorro,1,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador pata cachorro,7,0,"0,00","0,00","0,00%","0,00%", --
limpa patas,Termos de pesquisa sem classificação,limpador patas cachorro,6,0,"0,00","0,00","0,00%","0,00%", --
hyla purificador de ar,Subcategoria: total, --,353,35,"4,00","4,00","9,92%","11,43%",100 - 1.000
hyla purificador de ar,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,hyla purificador de ar,120,10,"2,00","2,00","8,33%","20,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,hyla aera air purifier,30,1,"0,00","0,00","3,33%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,purificador de ar hyla,77,10,"2,00","2,00","12,99%","20,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,purificador hyla,12,2,"0,00","0,00","16,67%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,hyla purificador,70,7,"0,00","0,00","10,00%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,hyla purificador de aire,7,2,"0,00","0,00","28,57%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,purificador hyla aera,20,3,"0,00","0,00","15,00%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,hyla est air purifier,1,0,"0,00","0,00","0,00%","0,00%", --
hyla purificador de ar,Termos de pesquisa sem classificação,purificador de aire hyla,2,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Subcategoria: total, --,147,4,"0,00","0,00","2,72%","0,00%",1.000 - 10.000
purificador e umidificador de ar,Termos de pesquisa sem classificação, --,0,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador e umidificador de ar,57,2,"0,00","0,00","3,51%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador de ar com filtro,2,1,"0,00","0,00","50,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,umidificador e purificador de ar,48,1,"0,00","0,00","2,08%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador de ar com umidificador,3,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador de ar e umidificador,7,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador e umidificador,2,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador umidificador,1,0,"0,00","0,00","0,00%","0,00%", --
purificador e umidificador de ar,Termos de pesquisa sem classificação,purificador umidificador de ar,8,0,"0,00","0,00","0,00%","0,00%", --
