Termos de pesquisa
1 de maio de 2026 - 28 de julho de 2026
Dia,Termo de pesquisa,Tipo de correspondência dos termos de pesquisa,Adicionada/excluída,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-06-24,mdmed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,measurepm,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,medicit,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,medx,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,meu beni,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,modelo de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,modelo de agendamento de consulta médica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,modelo de planilha de controle de pacientes,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,ninsaúde,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-06-24,npc systea,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,plataforma aba,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,prontmed,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","80,00%","0,00",0,0,0
2026-06-24,quarkclinic,Correspondência ampla,Excluído,0,9,"0,00%",BRL,0,"0,00","22,22%","55,56%","0,00",0,0,0
2026-06-24,scal,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,shosp,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","75,00%","0,00",0,0,0
2026-06-24,sigclinicas,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-24,sistema aba,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,sistema amigo,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,sistema de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,sistema de chamada de pacientes grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,sistema scal,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,smart clinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-06-24,stenci app,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,systea npc,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,terapee,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,tivida,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,virtual clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,wayaba valor,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,webclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,www feegowclinic com br,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,www iclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,ágil sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-24,agenda psicomanager,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-24,bhave 2,Correspondência de frase (variação aproximada),Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-24,gestao aba,Correspondência de frase (variação aproximada),Nenhum,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-24,gestão aba,Correspondência de frase (variação aproximada),Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-24,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,software para terapeutas,Correspondência exata,Adicionado,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,aba sistema,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,aba software,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,afya iclinic,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,agenda heon,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,agenda médica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,agendart,Correspondência ampla,Excluído,0,13,"0,00%",BRL,0,"0,00","0,00%","76,92%","0,00",0,0,0
2026-06-25,agendart tech,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,amigo app prontuário,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,amigo clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,amigo clinic agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,amigo one entrar,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,amigo tech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,amigos tech,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,amigotec,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,amigotech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,amplimed agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-25,anclinic app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,app amigo agenda,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,app2 clinicaagil com br,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,assistant memed,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,aurysplus,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,clinic expert,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-25,clinic experts,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,clinic plus,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,clinica connect,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,clinica dashboard,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,clinica expert,Correspondência ampla,Excluído,0,8,"0,00%",BRL,0,"0,00","12,50%","50,00%","0,00",0,0,0
2026-06-25,clinica expert entrar,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-25,clinica experts entrar,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-25,clinica total,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,clinicaexpert,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","50,00%","0,00",0,0,0
2026-06-25,clinicaexperts,Correspondência ampla,Excluído,0,22,"0,00%",BRL,0,"0,00","27,27%","63,64%","0,00",0,0,0
2026-06-25,clinical experts,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-25,clinicando,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,clinicweb,Correspondência ampla,Excluído,0,35,"0,00%",BRL,0,"0,00","25,71%","45,71%","0,00",0,0,0
2026-06-25,clínica experts,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,colectaba,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,collectaba,Correspondência ampla,Excluído,0,11,"0,00%",BRL,0,"0,00","54,55%","81,82%","0,00",0,0,0
2026-06-25,communicare,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,consultorio,Correspondência ampla,Nenhum,0,3,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-25,consultorio me,Correspondência ampla,Excluído,0,17,"0,00%",BRL,0,"0,00","5,88%","47,06%","0,00",0,0,0
2026-06-25,consultoriome,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,consultório gratis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,consultório live,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,consultório me,Correspondência ampla,Excluído,0,23,"0,00%",BRL,0,"0,00","34,78%","82,61%","0,00",0,0,0
2026-06-25,corpora,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,digital clin,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,digitalclin,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","57,14%","71,43%","0,00",0,0,0
2026-06-25,doctopus,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-25,ds gestao,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","60,00%","0,00",0,0,0
2026-06-25,ds gestão,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,dsgestao,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,e clinica,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,eaglemed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,encaixe de agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,feegow agenda,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","100,00%","0,00",0,0,0
2026-06-25,feegow agenda online,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,feegow clinic,Correspondência ampla,Excluído,0,22,"0,00%",BRL,0,"0,00","40,91%","50,00%","0,00",0,0,0
2026-06-25,ficha de anamnese online grátis,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,gerclin,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","14,29%","42,86%","0,00",0,0,0
2026-06-25,gestao ds,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","60,00%","0,00",0,0,0
2026-06-25,gestaoda,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,gestaods,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,gestão clínica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,gestão ds,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-25,gestãods,Correspondência ampla,Nenhum,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-25,get clinica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,hidoctor,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,iclin,Correspondência ampla,Excluído,0,51,"0,00%",BRL,0,"0,00","33,33%","41,18%","0,00",0,0,0
2026-06-25,iclinic,Correspondência ampla,Excluído,0,9,"0,00%",BRL,0,"0,00","0,00%","88,89%","0,00",0,0,0
2026-06-25,iclinic agenda,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","42,86%","85,71%","0,00",0,0,0
2026-06-25,iclinic agendar consulta,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,iclinic sistema para clínicas e consultórios,Correspondência ampla,Excluído,0,7,"0,00%",BRL,0,"0,00","0,00%","80,00%","0,00",0,0,0
2026-06-25,iclinica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,klingo,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,mdmed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,med x,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00",0,0,"0,00",0,0,0
2026-06-25,medcit,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,medicit,Correspondência ampla,Excluído,0,11,"0,00%",BRL,0,"0,00","27,27%","27,27%","0,00",0,0,0
2026-06-25,medicit tecnologia,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,nin saude,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,onmed,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,planilha de agendamento de pacientes,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,plataforma aba,Correspondência ampla,Nenhum,0,3,"0,00%",BRL,0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-06-25,plataforma para terapeutas,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,pront,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,prontmed,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-25,prontuário eletrônico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,prontuário eletrônico gratuito,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,psiflow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,psyq,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,quark clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,scal,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","60,00%","0,00",0,0,0
2026-06-25,shosp,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","33,33%","33,33%","0,00",0,0,0
2026-06-25,sigclinicas,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sisclinica,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sistema aba,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-25,sistema amigo,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","66,67%","0,00",0,0,0
2026-06-25,sistema atos,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sistema de agendamento,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sistema de clínica,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sistema de prontuário eletrônico,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,sistema para cadastro de pacientes gratuito,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,sistema scal,Correspondência ampla,Excluído,0,4,"0,00%",BRL,0,"0,00","25,00%","25,00%","0,00",0,0,0
2026-06-25,smart clinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,software aba,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,stenci,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,systea,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,techsallus,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,terapee,Correspondência ampla,Excluído,0,6,"0,00%",BRL,0,"0,00","50,00%","66,67%","0,00",0,0,0
2026-06-25,ticlinic,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","20,00%","20,00%","0,00",0,0,0
2026-06-25,usecore,Correspondência ampla,Excluído,0,5,"0,00%",BRL,0,"0,00","0,00%","40,00%","0,00",0,0,0
2026-06-25,vclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,vedius profissional,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,zandu agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,bhave 2,Correspondência de frase (variação aproximada),Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-25,bhave aba,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,centralreach,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-25,gestao aba,Correspondência de frase (variação aproximada),Nenhum,0,5,"0,00%",BRL,0,"0,00","60,00%","100,00%","0,00",0,0,0
2026-06-25,psicodoc,Correspondência de frase (variação aproximada),Excluído,0,5,"0,00%",BRL,0,"0,00","40,00%","60,00%","0,00",0,0,0
2026-06-25,psicomanager app,Correspondência de frase (variação aproximada),Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,aba notes,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,admed,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,agenda agil,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-06-26,agenda feegow,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,agenda heon,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-26,agenda nas nuvens,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,agendart,Correspondência ampla,Excluído,0,11,"0,00%",BRL,0,"0,00","0,00%","63,64%","0,00",0,0,0
2026-06-26,agendart tech,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,agende me,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,amgo app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,amigo clinic,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-26,amigo clinic agenda,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,amigo clinic app,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-26,amigo pp,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,amigoapp com br agenda,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,amigos software,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,amigotech,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,ana m app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,anclinic app,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,app amigo agenda,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-06-26,app amplimed,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,app gestaods,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,app iclinic,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,app iclinic com br,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,app2 clinicaagil,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,app2 clinicaagil com br,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,asa saúde acesso ao sistema,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,atos sistema,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,chatclinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,clinic,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,clinic expert,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-26,clinic experts,Correspondência ampla,Excluído,0,3,"0,00%",BRL,0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-06-26,clinic web,Correspondência ampla,Excluído,0,16,"0,00%",BRL,0,"0,00","31,25%","81,25%","0,00",0,0,0
2026-06-26,clinica expert,Correspondência ampla,Excluído,0,11,"0,00%",BRL,0,"0,00","18,18%","36,36%","0,00",0,0,0
2026-06-26,clinica total,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-26,clinicaexperts,Correspondência ampla,Excluído,0,25,"0,00%",BRL,0,"0,00","44,00%","68,00%","0,00",0,0,0
2026-06-26,clinicexpert,Correspondência ampla,Excluído,0,2,"0,00%",BRL,0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-26,clinicsys,Correspondência ampla,Nenhum,0,1,"0,00%",BRL,0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-26,clinicweb,Correspondência ampla,Excluído,0,25,"0,00%",BRL,0,"0,00","28,00%","56,00%","0,00",0,0,0
2026-06-26,cliniqore,Correspondência ampla,Excluído,0,1,"0,00%",BRL,0,"0,00","100,00%","100,00%","0,00",0,0,0
