Performance dos anúncios
3 de março de 2026 - 28 de julho de 2026
Dia,Status do anúncio,Tipo de anúncio,URL final,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Tipo de campanha,Subtipo da campanha,URL final do anúncio,URL final para dispositivos móveis do anúncio,Cliques,Impr.,CTR,Código da moeda,CPC méd.,Custo,Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-07-03,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Personalização a laser, --,Reconhecimento de Câmera, --,Máquina a Laser que Rende, --,Máquina Laser com Câmera, --,Máquinas para Ganhar Dinheiro, --,Máquinas de Corte a Laser, --,Investir em Máquina de Corte, --,Máquina a Laser para Iniciar, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,02 [V4] SEACH_OPORTUNIDADE DE RENDA,Oportunidade de renda,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,26,123,"21,14%",BRL,"0,06","1,48","0,00",0,0,"0,00%"
2026-03-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,25,335,"7,46%",BRL,"1,33","33,16","0,00",0,0,"0,00%"
2026-05-23,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,25,338,"7,40%",BRL,"0,88","22,10","0,00",0,0,"0,00%"
2026-06-29,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,25,1.317,"1,90%",BRL,"0,34","8,51","0,00",0,0,"0,00%"
2026-06-30,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,25,975,"2,56%",BRL,"0,37","9,16","0,00",0,0,"0,00%"
2026-06-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,24,940,"2,55%",BRL,"0,53","12,68","0,00",0,0,"0,00%"
2026-07-16,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,24,755,"3,18%",BRL,"0,40","9,56","0,00",0,0,"0,00%"
2026-07-09,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,23,560,"4,11%",BRL,"1,63","37,60","0,00",0,0,"0,00%"
2026-07-23,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,23,498,"4,62%",BRL,"1,14","26,23","0,00",0,0,"0,00%"
2026-07-25,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,23,746,"3,08%",BRL,"0,46","10,60","0,00",0,0,"0,00%"
2026-07-21,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,22,745,"2,95%",BRL,"0,15","3,37","0,00",0,0,"0,00%"
2026-07-15,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,22,775,"2,84%",BRL,"0,22","4,80","0,00",0,0,"0,00%"
2026-07-17,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,21,378,"5,56%",BRL,"0,53","11,13","0,00",0,0,"0,00%"
2026-07-25,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,21,510,"4,12%",BRL,"0,77","16,21","0,00",0,0,"0,00%"
2026-07-09,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,21,797,"2,63%",BRL,"0,52","11,01","0,00",0,0,"0,00%"
2026-05-21,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,20,183,"10,93%",BRL,"0,82","16,38","0,00",0,0,"0,00%"
2026-06-17,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,20,135,"14,81%",BRL,"0,31","6,27","0,00",0,0,"0,00%"
2026-06-24,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,20,106,"18,87%",BRL,"0,54","10,89","0,00",0,0,"0,00%"
2026-07-13,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,20,98,"20,41%",BRL,"0,46","9,26","0,00",0,0,"0,00%"
2026-03-14,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Laser 1310, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Máquina corte tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,MAQUINAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,20,379,"5,28%",BRL,"1,37","27,32","0,00",0,0,"0,00%"
2026-07-23,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,20,1.143,"1,75%",BRL,"0,25","4,97","0,00",0,0,"0,00%"
2026-07-16,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,20,177,"11,30%",BRL,"0,91","18,22","0,00",0,0,"0,00%"
2026-07-07,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Maquina de corte acrilico, --,Reconhecimento de Câmera, --,Máquina Industrial Têxtil, --,Máquina Laser com Câmera, --,Máquina Laser para Cortar MDF, --,Máquinas de Corte a Laser, --,Máquina Corte Tecido, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Máquina de Corte Laser MDF, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de Corte MDF/Acrílico/Tecido,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,20,463,"4,32%",BRL,"0,57","11,44","0,00",0,0,"0,00%"
2026-07-14,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina de Gravação Galvo, --,Reconhecimento de Câmera, --,Máquina Laser UV Profissional, --,Máquina Laser com Câmera, --,Máquina Laser Fiber, --,Máquinas de Corte a Laser, --,Máquina Gravação Personalizada, --,Máquina de Gravação a Laser, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de gravação a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,20,718,"2,79%",BRL,"0,28","5,56","0,00",0,0,"0,00%"
2026-07-27,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,19,233,"8,15%",BRL,"1,48","28,16","0,00",0,0,"0,00%"
2026-07-14,Ativado,Anúncio responsivo de pesquisa,http://www.mercadolaser.com.br,Mercado Laser,1,Tubos todas as potências,2,"Fontes, Chillers, Lentes", --,Todas as peças para laser, --,Máquinas e Peças Laser, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Tubos laser, Chiller, fonte laser, lente co2, lente fiber, lente uv, tudo para sua maquina",1,"Não compre sem antes nos consultar, condições especiais de pagamento.",2,"Envio imediato para todo o Brasil, tudo a pronta entrega.", --, --, --, --, --,, --, --,,PEÇAS,Grupo de anúncios 1,Pesquisa,Todos os recursos,http://www.mercadolaser.com.br,,18,97,"18,56%",BRL,"0,47","8,39","0,00",0,0,"0,00%"
2026-07-20,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Máquina a Laser Profissional, --,Distribuidor de Máquina Laser, --,Máquina de Corte Laser CNC, --,Máquina Laser com Câmera, --,Máquina Laser CCD, --,Máquinas de Corte a Laser, --,Comprar Máquina a Laser, --,Máquinas de todas as potências, --,Máquinas de corte e gravação, --,Todas as peças para laser, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,01 [V4] SEACH_MAQUINA,Máquina de corte a laser,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,18,682,"2,64%",BRL,"0,17","3,11","1,00",0,"3,11","5,56%"
2026-07-22,Ativado,Anúncio responsivo de pesquisa,https://www.mercadolaser.com.br/,Melhores Ofertas,1,Mercado Laser,2,"Máquinas laser 100, 130 e 150w",3,Fiber Laser e corte laser, --,Máquinas E Equipamentos, --,Insumos para Máquina a Laser, --,Máquina Laser com Câmera, --,Tubo Laser CO2, --,Lentes para Máquina Laser, --,Acessórios para Máquina Laser, --,Máquinas de todas as potências, --,Espelho Máquina a Laser, --,Todas as peças para laser, --, --, --, --, --,"Máquinas laser todas as potencias e tamanhos, a pronta entrega com 1 ano de garantia.", --,"Suporte Especializado, maquinas com reconhecimento por camera e com esteira",2,"Não compre sem falar conosco, condições especiais para pagamento a vista", --,"Loja Oficial, Peças e Máquinas a Pronta Entrega", --, --, --,, --, --,,03 [V4] SEACH_PEÇAS,Peças,Pesquisa,Todos os recursos,https://www.mercadolaser.com.br/,,18,669,"2,69%",BRL,"0,85","15,23","0,00",0,0,"0,00%"
