Palavra-chave de pesquisa
3 de março de 2026 - 28 de julho de 2026
Dia,Pesquisar palavra-chave,Status da palavra-chave da rede de pesquisa,Motivos do status da palavra-chave da rede de pesquisa,Pesquisar tipo de correspondência de palavra-chave,Campanha,Grupo de anúncios,Código da moeda,CPC máx. da palavra-chave,Cliques,Impr.,CTR,CPC méd.,Custo,% de impr. (1ª posição),% de impr. (parte sup.),Conversões,Conv. de visualização,Custo / conv.,Taxa de conv.
2026-06-29,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-20,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-21,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-22,Zumaq,Limitado,baixa qualidade,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-14,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","7,69%","76,92%","0,00",0,0,0
2026-03-25,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,17,"0,00%",0,"0,00","26,67%","100,00%","0,00",0,0,0
2026-03-27,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-13,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-14,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-17,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-19,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-20,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-21,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-23,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-21,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-17,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-24,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,19,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-27,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-28,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-06-29,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-30,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-02,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-03,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,13,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-07,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-09,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,32,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-11,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-12,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-14,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,27,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-15,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,20,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-07-16,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-17,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-20,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-25,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-07-26,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-07-27,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-28,Maquina corte a laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-10,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-11,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-12,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,26,"0,00%",0,"0,00","38,46%","88,46%","0,00",0,0,0
2026-03-13,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,14,"0,00%",0,"0,00","28,57%","92,86%","0,00",0,0,0
2026-03-14,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","50,00%","100,00%","0,00",0,0,0
2026-03-25,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-03-26,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-04-13,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-14,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-16,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-18,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-20,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-21,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-20,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-05-22,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-06-24,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-06-25,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","66,67%","66,67%","0,00",0,0,0
2026-06-26,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-29,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-12,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-16,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,18,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-21,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-22,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-23,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-24,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-25,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-26,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-28,Central do laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-12,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","30,00%","100,00%","0,00",0,0,0
2026-04-17,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","21,43%","71,43%","0,00",0,0,0
2026-04-18,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,22,"0,00%",0,"0,00","26,32%","89,47%","0,00",0,0,0
2026-05-22,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-05-23,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-28,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","0,00%","40,00%","0,00",0,0,0
2026-06-30,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,21,"0,00%",0,"0,00","0,00%","20,00%","0,00",0,0,0
2026-07-01,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,37,"0,00%",0,"0,00","0,00%","33,33%","0,00",0,0,0
2026-07-02,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-03,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,20,"0,00%",0,"0,00","0,00%","25,00%","0,00",0,0,0
2026-07-04,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-09,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,23,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-10,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,33,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-12,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,46,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-16,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,28,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-20,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-21,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,33,"0,00%",0,"0,00","11,54%","38,46%","0,00",0,0,0
2026-07-23,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-24,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00","0,00%","37,50%","0,00",0,0,0
2026-07-25,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,6,"0,00%",0,"0,00","33,33%","100,00%","0,00",0,0,0
2026-07-26,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-27,Maquina uv,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-10,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-11,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-03-13,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,9,"0,00%",0,"0,00","0,00%","83,33%","0,00",0,0,0
2026-03-14,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-03-25,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,7,"0,00%",0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-03-26,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-13,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-04-14,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-04-19,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-20,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-21,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-19,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-20,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,4,"0,00%",0,"0,00","0,00%","75,00%","0,00",0,0,0
2026-05-21,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-05-22,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-06-06,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-28,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-29,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-07-02,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-09,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-10,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-13,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-14,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-16,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-23,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-07-24,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-25,Cutmaker,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","0,00%","50,00%","0,00",0,0,0
2026-03-10,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-03-13,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","20,00%","100,00%","0,00",0,0,0
2026-03-29,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-12,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-13,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,12,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-15,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-04-17,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-19,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-20,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-21,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-04-23,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-05-17,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-22,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,16,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-05-26,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-06,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0
2026-06-07,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","100,00%","0,00",0,0,0
2026-06-13,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-06-18,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-01,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","0,00%","0,00%","0,00",0,0,0
2026-07-02,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-03,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-07,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,8,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-08,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-09,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-10,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,15,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-11,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,5,"0,00%",0,"0,00","50,00%","50,00%","0,00",0,0,0
2026-07-12,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,2,"0,00%",0,"0,00",0,0,"0,00",0,0,0
2026-07-17,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,1,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
2026-07-20,Mercado laser,Qualificado, --,Correspondência ampla,MAQUINAS,Grupo de anúncios 1,BRL,"0,01",0,3,"0,00%",0,"0,00","100,00%","100,00%","0,00",0,0,0
